nombre,direccion,telefono,web,email,rating,reviews,categoria,ciudad,google_place_id
"CCA INFORMÁTICA","Av. Europa, 6, 30800 Lorca, Murcia","+34 968 47 14 20","http://www.ccainformatica.es/","","4.4","82","informatica ordenadores","Lorca","ChIJz9iyyTrmZA0RxuQDLHtk8Pw"
"OliGar Informática","C. Pintor Alonso de Monreal, 2, Bajo, 30800 Lorca, Murcia","+34 684 05 83 64","http://www.oligarinformatica.com/","","4.8","32","informatica ordenadores","Lorca","ChIJS8EcPSTmZA0RycziApzrvh0"
"SCALA SISTEMAS SLU","C. Sta. Paula, 6 - Bajo, 30800 Lorca, Murcia","+34 968 47 03 41","https://www.scala.es/","","4.8","61","informatica ordenadores","Lorca","ChIJ-3SLCkvmZA0RkUAHSS57tAY"
"Raccoon Technology | Reparaciones de Móviles | Xiaomi oficial Lorca | Dynos Lorca","Av. Europa, 48, 30800 Lorca, Murcia","+34 868 24 62 67","http://raccoontechnology.es/","","4.8","174","informatica ordenadores","Lorca","ChIJWZ16PiXmZA0RxyW72vz1yT8"
"ASB Computer","C. de Impresores, 5, 30800 Lorca, Murcia","+34 968 47 31 28","http://www.asb-computer.com/","","4.4","37","informatica ordenadores","Lorca","ChIJlRsKwK7nZA0Rb0eFmJN4xcc"
"Pcreballing.com","C. Eugenio Úbeda, 20, 30800 Lorca, Murcia","+34 868 92 51 31","http://www.pcreballing.com/","","4.9","140","informatica ordenadores","Lorca","ChIJPxrSL-fnZA0RrZKnoHAh1MQ"
"Mateofic","C. Jerónimo Sta. Fe, 42, 30800 Lorca, Murcia","+34 968 46 34 89","http://www.mateofic.com/","","4.8","12","informatica ordenadores","Lorca","ChIJnZyDQLPnZA0RC5UphqXsPhk"
"Dantechnology - Soluciones Informaticas a medida","Calle San Fernando 4,4B, 30800 Lorca, Murcia","+34 868 70 13 63","","","4.8","6","informatica ordenadores","Lorca","ChIJETAXEkrmZA0Re8DQra1reSg"
"Reparaciones Lorca-Consolas y Ordenadores","","+34 642 90 24 54","","","4.9","55","informatica ordenadores","Lorca","ChIJ7494p5rnZA0RogVzIV9RiQ4"
"Grupo Net Informática","C. la Seda, 3, Bajo, 30800 Lorca, Murcia","+34 868 92 92 60","http://www.gruponet.org/","","5","1","informatica ordenadores","Lorca","ChIJf5n2urPnZA0RWv4yCJeD3tw"
"ITC Sistemas Informáticos","C. Floridablanca, 16, bajo, 30800 Lorca, Murcia","+34 868 92 98 92","http://www.itcsis.com/","","4.2","17","informatica ordenadores","Lorca","ChIJ6ZS4yEzmZA0Rz-vDwg5LQN8"
"SoluTech","C. Tamarchete, 30800 Lorca, Murcia","+34 684 24 84 65","https://xavisolutech.github.io/solutech/","","0","0","informatica ordenadores","Lorca","ChIJG8cP9WvnZA0Rhgwzs7_m9zA"
"ItExpress","Carr. de la Parroquia, 30800, 30800 Lorca, Murcia","","","","0","0","informatica ordenadores","Lorca","ChIJz8MUYfTnZA0R5zy-vG3Gh8k"
"Seven system","C. Mayor, 30, 30800 Lorca, Murcia","+34 637 00 86 73","https://www.sevensystem.es/","","5","33","informatica ordenadores","Lorca","ChIJcYVSUTvnZA0ReNZT7BV-iWg"
"LM Info Lorca (Software y Servicios)","C. Sta. Paula, 6, Bajo [SCALA, 30800 Lorca, Murcia","","https://www.scala.es/","","5","2","informatica ordenadores","Lorca","ChIJnW5xgEDnZA0R6MM8Jy2p_fo"
"Informática Aguaderas y Soluciones","30800 Lorca, Murcia","+34 600 74 31 63","https://www.informaticaaguaderas.com/","","5","4","informatica ordenadores","Lorca","ChIJ0URZcVHpZA0RRh3DQZDWpC4"
"HM Informatica","C/ Bordadora Angeles Morales, Av. Portugal, 30800 Lorca, Murcia","+34 968 47 84 07","","","0","0","informatica ordenadores","Lorca","ChIJc9cJekzmZA0R-AransPWR3k"
"World Tecnologic","Av. Juan Carlos I, 56, 30800 Lorca, Murcia","+34 868 92 56 50","","","5","2","informatica ordenadores","Lorca","ChIJO_RY6IyOZA0RguZxGASmbJA"
"Ubelor Informática","C. de Nogalte, 40, 1ºA, 30800 Lorca, Murcia","+34 968 47 87 28","http://www.ubelor.es/","","0","0","informatica ordenadores","Lorca","ChIJ9YytYkzmZA0RlUMA-5zsxV0"
"PC LINK","PC LINK, C. Jesuita José Hernández Pérez, 43, BAJO, 30500 Molina de Segura, Murcia","+34 623 39 57 93","http://www.pclink.es/","","4.7","45","informatica ordenadores","Molina de Segura","ChIJFek8r81_ZA0RcMUv6pdll4c"
"DESKTOP","C. Mayor, 22, 30500 Molina de Segura, Murcia","+34 968 64 37 89","http://desktoppuntocom.es/","","4.2","206","informatica ordenadores","Molina de Segura","ChIJyVsjmKqAYw0Rjm0A3fq84is"
"InfoGABA","C. Lisboa, 35, 30500 Molina de Segura, Murcia","+34 680 86 48 37","","","5","2","informatica ordenadores","Molina de Segura","ChIJ8VUsjsGBYw0RiK5lHfWNtTs"
"ZOOM Informatica","Av. Gutiérrez Mellado, 250, 30500 Molina de Segura, Murcia","+34 968 64 39 49","","","4.5","68","informatica ordenadores","Molina de Segura","ChIJryKOW9-HYw0Ry8KdM_nM9ug"
"Oniris","C. Coral, 30500 Molina de Segura, Murcia","+34 644 79 25 42","","","4.3","205","informatica ordenadores","Molina de Segura","ChIJ0wwgR1-HYw0Re1c0ptrTzFs"
"INICIATEL Informática y Telecomunicaciones","Calle Prof. Joaquín Abellán, nº 4, bajo 2, 30500 Molina de Segura, Murcia","+34 968 38 69 56","http://www.iniciatel.es/","","4.7","14","informatica ordenadores","Molina de Segura","ChIJnwm1zlV_ZA0RQVWbh82ea64"
"Rastro PC","C. Ernesto Cardenal, 4 - Bajo, 30500 Molina de Segura, Murcia","+34 968 61 51 75","https://rastropc.com/","","5","2","informatica ordenadores","Molina de Segura","ChIJBeOFTqt4ZA0RbZJZUghdPCw"
"Avance Informática","Av. Martínez Campos, 17, 30820 Alcantarilla, Murcia","+34 968 80 00 57","https://www.avanceinformatica.com/","","4.7","33","informatica ordenadores","Alcantarilla","ChIJZXduLgeAZA0REJ9vjEVp8H0"
"Hispamicro Mayorista Hardware y Consumible","P.I. Oeste, Av. de las Américas, 1, 30820 Alcantarilla, Murcia","+34 968 35 01 23","https://www.hispamicro.com/","","4.5","98","informatica ordenadores","Alcantarilla","ChIJmxMWjOJ_Yw0RURBtu3qwErw"
"Alcantarilla.com - Venta y Reparación de Móviles e Informática","Cl. Mayor, 113, 30820 Alcantarilla, Murcia","+34 868 63 09 54","http://www.alcantarilla.com/","","3.9","36","informatica ordenadores","Alcantarilla","ChIJmwsUqwGAZA0RpHFavxcPVAA"
"PC-Station","C. los Pasos, 30, 30820 Alcantarilla, Murcia","+34 968 93 89 80","","","4.6","25","informatica ordenadores","Alcantarilla","ChIJvUkw9gCAZA0R2b9VJ-Nz10s"
"Cerrajeros 24h AbreMur","C. Azarbe del Papel, 8, 30007 Murcia","+34 684 74 38 65","http://www.cerrajeros24hmurcia.es/","","5","56","cerrajero","Murcia","ChIJz_EgbACBYw0R1GKSKgW5rLY"
"Cerrajero Urgente Murcia 24 horas - Daniel Mtnez","","+34 603 97 19 95","https://www.normurcerrajeros.es/blog/","","4.4","34","cerrajero","Murcia","ChIJfTcSXFh3gQYRqxYL8dQjSaE"
"Iván Soler Cerrajero Murcia 24h","Av. Cdad. de Almería, 36, 30010 Murcia","+34 868 35 31 38","https://ivan-soler-cerrajero-murcia-24h.localo.site/%3Futm_source%3Dgoogle_profile%26utm_campaign%3Dlocalo%26utm_medium%3Dmainlink","","3.8","10","cerrajero","Murcia","ChIJDeWwNgCBYw0RL5UBOj0IYp4"
"Cerrajero Murcia Alberto Mendoza","C. Río Mundo, 20D, 30006 Murcia","+34 868 35 30 28","https://cerrajeros-murcia-24h.localo.site/","","5","3","cerrajero","Murcia","ChIJc24DEgCDYw0R2LgFRjCjfhA"
"Cerrajeros Murcia Express","C. Lope de Rueda, 2, 30011 Murcia","","","","5","1","cerrajero","Murcia","ChIJx_4HOQCDYw0Rt75p6HnUarI"
"Cerrajero Murcia 24H","","+34 614 69 72 12","https://cerrajeromurcia24h.com/","","5","18","cerrajero","Murcia","ChIJt2zkbximKIcRArZwe9Dwigg"
"JA CERRAJEROS MURCIA","","+34 654 89 08 23","https://jacerrajeros.es/","","4.8","18","cerrajero","Murcia","ChIJsVrgpgWDYw0RZ6wvwUOEnHc"
"Emilio Cerrajeros Baratos Murcia","C. Cervantes, 7, 30120 Murcia","+34 644 32 79 67","https://www.cerrajeriamerker.com/","","4.8","20","cerrajero","Murcia","ChIJBSDMQQB_Yw0RpGjtLhxiZXg"
"Mucerrajeros | CERRAJEROS MURCIA","Carril de los Lizas, 8d, 30012 San Benito - Progreso, Murcia","+34 654 89 08 23","https://mucerrajeros.es/","","5","13","cerrajero","San Benito - Progreso","ChIJveeGeRSDYw0RBRnWYS669Bs"
"Cerrajeros Murcia - Cerratecnic","","+34 613 50 36 34","https://cerratecnic.com/","","4.4","19","cerrajero","Murcia","ChIJqzRCc6V3LAUR5S55ElEK_Qs"
"Cerrajeros Cartagena Jogamar","C. Salado, N° 16, Bajo comercial, 30300 Cartagena, Murcia","+34 638 25 78 10","https://jogamar.com/","","4.9","447","cerrajero","Cartagena","ChIJY_NGLI9DYw0RF2PQ4vLoVAM"
"Cerrajeros Cartagena CN","C/ del San Juan, 2, 30201 Cartagena, Murcia","+34 868 35 32 03","https://cerrajeros-cartagena-cn.localo.site/%3Futm_source%3Dgoogle_profile%26utm_campaign%3Dlocalo%26utm_medium%3Dmainlink","","5","24","cerrajero","Cartagena","ChIJ2XcyFgBDYw0R1fyq594DOhE"
"AGV Cerrajeros Cartagena","C. Budapest, 106, 30353 Cartagena, Murcia","+34 628 23 99 90","https://agvcerrajeros.com/","","4.6","124","cerrajero","Cartagena","ChIJOcTeF8VBYw0RZGrWD10zbMA"
"Piscitelli Cerrajeros Técnicos Cartagena","C. Carr. de la Palma, 84, 3D, 30310 Cartagena, Murcia","+34 602 40 03 19","https://www.cerrajeroencartagena.com/","","5","76","cerrajero","Cartagena","ChIJHdFIKYFDYw0RvJxNMAIjy1Q"
"Cerrajeros Cartagena 24 Horas","","+34 699 58 64 03","https://www.cerrajerocartagena24h.es/","","5","70","cerrajero","Cartagena","ChIJ0eiEb7rP32gRjlLpx3T2RFo"
"Segurllave Cerrajeros Cartagena","Av. Reina Victoria Eugenia, 18, 30204 Cartagena, Murcia","+34 645 35 36 04","https://cartagena.segurllave.es/","","4.3","91","cerrajero","Cartagena","ChIJRTdhcUVDYw0RQ78mLfx_aZU"
"TEC.SEURCE CERRAJEROS","C. Miguel de Unamuno, 1, 30204 Cartagena, Murcia","+34 670 80 80 84","","","5","4","cerrajero","Cartagena","ChIJiT2YXyJCYw0R3MmUPNjLtFA"
"autokeycartagena","C. Peroniño, 23, 30205 Cartagena, Murcia","+34 642 78 45 14","https://www.autokeycartagena.es/","","5","44","cerrajero","Cartagena","ChIJyzmenP1DYw0RBeDZDz5gRlY"
"Autollaves Mr","Av. Bruselas, 155, Bajo A3, 30353 Cartagena, Murcia","+34 623 23 74 91","http://www.autollavesmr.com/","","4.6","37","cerrajero","Cartagena","ChIJabw2pmFBYw0RU1_fYA0ffi0"
"Teysecar Cartagena","Av. Reina Victoria Eugenia, 18, 30204 Cartagena, Murcia","+34 868 24 41 77","https://teysecar.es/","","3.9","15","cerrajero","Cartagena","ChIJhfC47tdDYw0RJ9mpb5NyXvU"
"MISTER MINIT","El Corte Inglés Cartagena, Alameda de San Antón, 52, 30205 Cartagena, Murcia","+34 968 51 54 88","https://misterminit.eu/es_es/shops/mister-minit-el-corte-ingl%25C3%25A9s-cartagena","","2.6","23","cerrajero","Cartagena","ChIJ29U_hD1CYw0RJ5G2XlD3EL4"
"Cerrajería ANBE","","+34 722 12 44 33","","","5","2","cerrajero","Cartagena","ChIJFRGKxWC5GCURkpzJEeroEws"
"Iberillaves S.L. Cartagena","C. Juan Muñoz Delgado, 4, 30203 Cartagena, Murcia","+34 968 08 51 22","","","3","43","cerrajero","Cartagena","ChIJi6EmrzhBYw0RNE4ng4J--2w"
"MULTIMAP","Ctra. de Pozuelo, 50, 28222 Majadahonda, Madrid","+34 900 812 904","https://www.multimap.es/","","4.1","221","cerrajero","Majadahonda","ChIJueEVxLKFQQ0R_-Agl6334cg"
"Ferretería Fercasa","C. Tierno Galván, 9, 30201 Cartagena, Murcia","+34 968 12 09 44","https://www.ferreteriafercasa.com/","","4.5","346","cerrajero","Cartagena","ChIJdXQdbSdCYw0RuUfhJcF1AIY"
"Electrodaya C.b. Servicios","C. Sta. Coloma, 6, 30310 Cartagena, Murcia","+34 868 68 30 50","","","0","0","cerrajero","Cartagena","ChIJRQrRoTZpYw0RTBDfh-rl15A"
"BEYCA puertas de seguridad","Av. de Colon, 22, 30205 Cartagena, Murcia","+34 868 78 90 72","http://www.puertasbeyca.es/","","4.5","50","cerrajero","Cartagena","ChIJ7yA_GphDYw0R0DxFt9XHEGM"
"MISTER MINIT","Centro Comercial Espacio Mediterráneo, C. Riga, 87, Local 1 . 08, 30392 Cartagena, Murcia","+34 968 19 73 13","https://misterminit.eu/en/shops/mister-minit-carrefour-parque-mediterraneo-cartagena-2","","2.5","35","cerrajero","Cartagena","ChIJS0fzSM9BYw0RWYJ5-bgAaNE"
"Cerrajeros 24h Lorca - Apertura de Puertas","","+34 684 74 62 22","https://de3b03c9dbab4fa4a74d51c435993904.beedigitalwebs.com/","","5","24","cerrajero","Lorca","ChIJd08DEADnZA0RsiF2p15hCSM"
"Cerrajeros Lorca Lidon Sl","Cuesta de San Francisco, 15, 30800 Lorca, Murcia","+34 670 04 53 53","https://lidons.com/","","4.4","84","cerrajero","Lorca","ChIJ_cHE6kvmZA0R63qy2Urr3Qw"
"MULTIPASE Cerrajeros","C. Gonzalo Duarte, 30508 Molina de Segura, Murcia","+34 622 11 87 97","https://www.multipase.es/","","4.9","115","cerrajero","Molina de Segura","ChIJP8aO_BiBYw0RSh564l2SQMU"
"🔑cerrajeros y multiservicios 🧰 24/7","C. Tres de Abril, 11, 30500 Molina de Segura, Murcia","+34 624 57 59 11","","","5","44","cerrajero","Molina de Segura","ChIJ3WsAQgCBYw0Rw5HxeEDOCB0"
"cerrajeros en Molina de Segura","Cam. los Mingotes, 30500 Molina de Segura, Murcia","+34 614 29 79 76","https://cerrajerodesmurcia.jimdofree.com/","","5","2","cerrajero","Molina de Segura","ChIJEfsIGXl5ZA0RFhN0HZtgQv8"
"Pérez Cerrajeros","C. Eduardo Linares, 21, 30500 Molina de Segura, Murcia","+34 868 35 31 73","https://perez-cerrajeros-molina-de-segura.localo.site/","","5","5","cerrajero","Molina de Segura","ChIJW5XsZACHYw0RvMMQOFdoR0U"
"Romero Cerrajeros","C. Altea, 9, 30500 Molina de Segura, Murcia","+34 650 09 53 07","","","5","44","cerrajero","Molina de Segura","ChIJAYqQ1ad4ZA0RfCPDTLn-LIU"
"Cerrajería Merlos","Polígono Industrial La Serreta, C. Uruguay, 4, Nave 4, 30500 Molina de Segura, Murcia","+34 676 46 23 77","http://www.facebook.com/cerrajeria.merlos","","4.9","88","cerrajero","Molina de Segura","ChIJp6qqqq6AYw0RZwvarZ2sKKM"
"MasterKey 10","C. Escultor Gil Riquelme, 15, 30500 Molina de Segura, Murcia","+34 673 90 59 23","https://laguiaw.com/la-clinica-del-calzado-masterkey","","4.5","22","cerrajero","Molina de Segura","ChIJM2iTiMx_ZA0R5GUpOYr5ig4"
"Cristalería y Cerrajería Núñez","C. Pedro Ecija, 47, 30500 Molina de Segura, Murcia","+34 626 02 68 10","https://www.cristaleriacerrajeria.com/","","4.4","16","cerrajero","Molina de Segura","ChIJnZgjVk2BYw0ReZRN7G44O28"
"Iberillaves S.L Alcantarilla","Cl. Mayor, 229, 30820 Alcantarilla, Murcia","+34 968 73 30 95","","","4.3","61","cerrajero","Alcantarilla","ChIJFdrLyx2BZA0RyLkyC0_Ed7c"
"Cerrajero Murcia - Tecemur - Anti-okupas","P.I. Oeste, C. Costa Rica, 115, 30820 Alcantarilla, Murcia","+34 968 34 34 93","https://tecemur-hogar.com/","","4.5","96","cerrajero","Alcantarilla","ChIJ4_dcA7d5Yw0Rvl-KNhNwHpM"
"AIRE ACONDICIONADO EN MURCIA","C. Princesa, 30002 Murcia","+34 742 04 83 92","https://climatizacionenmurcia.jimdofree.com/","","5","1","aire acondicionado","Murcia","ChIJi93oHwCDYw0R8EW0HwcghIg"
"Grupo Aplus Aire Acondicionado Murcia","C. Poeta Vicente Medina, 2, 30007 Murcia","+34 865 60 30 08","https://www.grupoaplus.es/aire-acondicionado/aire-acondicionado-en-murcia/","","4.8","137","aire acondicionado","Murcia","ChIJs8hl7CuDYw0Rb7C8eO7oJBE"
"Prointer Murcia. Climatización Profesional y Mantenimiento","C. Juan de la Cierva, 3, bajo, 30004 Murcia","","http://www.prointermurcia.es/","","4.9","157","aire acondicionado","Murcia","ChIJwdnnh_eBYw0RbhrSB9v-woY"
"Clysermur","C. Periodista Nicolás Ortega Pagán, 2, 30003 Murcia","+34 607 11 02 55","http://www.clysermur.com/","","4.7","30","aire acondicionado","Murcia","ChIJ-5fmDjSCYw0Rg-mskdYQtCA"
"Clima Sonair","C Sagasta, 43, 30005 Murcia","+34 968 28 48 97","http://www.climasonair.com/","","4.9","19","aire acondicionado","Murcia","ChIJ7xxlSvaBYw0RkdHKIWYHBMY"
"Tu Climatización Online | Tienda de Aire Acondicionado","C. Lorquí, 12, 30012 Murcia","+34 653 89 54 47","https://tuclimatizaciononline.es/","","4.7","136","aire acondicionado","Murcia","ChIJH4cfHeaDYw0Rj44Kdi4CyiU"
"Jomclima Climatizaciones","Av. Primero de Mayo, 18, 30120 Murcia","+34 968 88 56 84","https://www.jomclima.com/","","4.8","196","aire acondicionado","Murcia","ChIJb9R2yhl_Yw0RRKA4xH_HxAg"
"Instalfrica Climatizacion S.L.","C. Lorquí, 12, 30012 Murcia","+34 628 55 49 45","http://instalfrica.es/","","4.7","280","aire acondicionado","Murcia","ChIJ9SV2gKd4Yw0R1dtxAYoiEME"
"Climatización Davofrio Murcia","Calle Ortega y Gasset, 9, Edificio Regus, 30009 Murcia","+34 660 60 62 20","https://www.davofrio.com/murcia/","","4.9","10","aire acondicionado","Murcia","ChIJTdL50D2BYw0RY0T-7_O0ir0"
"Splitmania Murcia S.L.","Pol. Ind. Oeste, Av de las Americas Parc 10 F4 P.I. Ind Oeste, Av. de las Américas, 104, 30820 Alcantarilla, Murcia","+34 968 97 92 46","http://www.splitmania.com/puntos-de-venta/murcia","","4.6","44","aire acondicionado","Alcantarilla","ChIJx7mhqiqAYw0RzZGjTOZMpRI"
"Angel Garcia Climatización","C Santiago Ramón Y Cajal, 13, 30204 Cartagena, Murcia","+34 968 50 64 10","http://www.angelgarciaclimatizacion.com/","","4.7","47","aire acondicionado","Cartagena","ChIJ89e-SCNCYw0RGSytYeyPCV8"
"Kac Clima instalaciones & mantenimentos","C. la Habana, 1, 30310 Cartagena, Murcia","+34 607 18 15 96","","","4.7","61","aire acondicionado","Cartagena","ChIJq1kXZQBpYw0RKlaVTlBDzuw"
"Friomar","Av. Pintor Portela, 19, 30203 Cartagena, Murcia","+34 968 52 54 63","http://www.friomarcartagena.com/","","4.1","55","aire acondicionado","Cartagena","ChIJ91CrhZJBYw0R18Y-7v--lcM"
"airecarthago","Cabezo Beaza, C. Oslo, 13, Nave 13 Pol. I, 30353 Cartagena, Murcia","+34 627 94 40 66","http://airecarthago.com/","","4","29","aire acondicionado","Cartagena","ChIJXX47wEVBYw0RxewT1hODk6Q"
"CLIMACAR","Ctra. Media Sala, 23, 30310 Cartagena, Murcia","+34 696 43 85 28","https://climacar.es/","","5","17","aire acondicionado","Cartagena","ChIJmc_1o4RDYw0Ryj0CX5ns_9k"
"Climatización Ayuso","C. Paz de los Pirineos Pe, 30300 Cartagena, Murcia","+34 669 42 63 09","https://www.ayusoclimatizacion.es/","","4.5","34","aire acondicionado","Cartagena","ChIJQ4wePgJCYw0RkZPfbS2HyY0"
"Refrigeración Guillén","C Santiago Ramón Y Cajal, 35, 30205 Cartagena, Murcia","+34 968 51 74 13","http://www.refrigeracionguillen.com/","","3.7","39","aire acondicionado","Cartagena","ChIJoXlUpRdCYw0RUTI3h7tRLhg"
"Vsr Instalaciones Térmicas","frente a Telepizza, Calle Floridablanca 45, Plaza Juan Calero, 1, 30310 Cartagena, Murcia","+34 968 50 30 47","https://www.vsrinstalaciones.com/","","4.3","28","aire acondicionado","Cartagena","ChIJE8yqj-1DYw0Rqii74upJVSQ"
"Refrigeración Guillén","Av. Luxemburgo, 3010G, 30353 Cartagena, Murcia","","","","3.8","12","aire acondicionado","Cartagena","ChIJOZJpVMJBYw0RTSzBw_xPJbc"
"Climanga","30380 La Manga, Murcia","+34 659 17 72 17","http://www.climanga.com/","","4.9","39","aire acondicionado","La Manga","ChIJnTuvD_Tp8YQRYD_BICqwi5Q"
"Rober Conductos","C. Jade, 30310 Cartagena, Murcia","+34 601 92 26 33","https://www.roberconductos.com/","","5","12","aire acondicionado","Cartagena","ChIJ8cLRZRpDYw0RN9XN0hfLmCo"
"Vallés y Ponce","C. Ing. de la Cierva, 18, 30203 Cartagena, Murcia","+34 639 75 73 05","https://www.vallesyponce.net/","","5","12","aire acondicionado","Cartagena","ChIJLb3ziSBBYw0RQ1zVI3F-jEs"
"Metagas","Calle Dr. Luis Calandre, 8, 30205 MURCIA, Murcia","+34 968 50 82 87","http://www.metagas.es/","","4","30","aire acondicionado","MURCIA","ChIJWVTNgTxCYw0RhMwZ1Q--fTQ"
"JOSÉ Mª SÁNCHEZ","C. Juana Jugan, 30205 Cartagena, Murcia","+34 646 39 73 55","","","4.9","33","aire acondicionado","Cartagena","ChIJ02_HpzBCYw0R8Pwh4NPfmpA"
"Reparaciones Pastrana","C. Francisco Saura, 30594 Cartagena, Murcia","+34 616 41 29 71","https://reparacionespastra.wixsite.com/reparaciones-pastran","","5","17","aire acondicionado","Cartagena","ChIJiYi27KG6EKsRxZF9nozKrZ0"
"Climaunion","Av. Cristo de los Mineros, 7F, 30360 La Unión, Murcia","+34 607 21 45 27","https://climaunion.ueniweb.com/%3Futm_campaign%3Dgmb","","5","1","aire acondicionado","La Unión","ChIJT05TMgU_Yw0Rtnp7ED31Uh8"
"Rodriguez Climason","Calle Penélope, 44, 30710 Los Alcázares, Murcia","+34 630 34 33 95","https://www.rodriguezclimason.com/","","4.9","226","aire acondicionado","Los Alcázares","ChIJ_yBIhTMSYw0RmsuKshV06JA"
"SALVADOR ESCODA","Av. Luxemburgo, I - 3, 30353 Cartagena, Murcia","+34 968 08 63 12","https://www.salvadorescoda.com/","","4.6","60","aire acondicionado","Cartagena","ChIJqbcmksNBYw0RVYhOSdCVx3s"
"Refrigeración José Méndez","C. Mina la Cuarta, 10, 30360 La Unión, Murcia","+34 968 53 14 80","https://www.refrigeracionjmendez.com/","","5","24","aire acondicionado","La Unión","ChIJm3awGUs_Yw0RMdZQmDdrbsk"
"Milar Jogaco","C Santiago Ramón Y Cajal, 65, 30205 Cartagena, Murcia","+34 968 51 74 40","https://www.milar.es/tiendas/milar-jogaco.html%3Futm_source%3DG%26utm_medium%3D%26utm_campaign%3Dgoogle-local","","4.4","125","aire acondicionado","Cartagena","ChIJhcqB3hZCYw0Re-f0C9wyN4M"
"Servimagen Cartagena S.L.","C. Carmen Conde, 63, 30204 Cartagena, Murcia","+34 968 51 51 60","","","3.9","47","aire acondicionado","Cartagena","ChIJC2GSYhdCYw0RBzTxqKmnGXs"
"Repuestos De Electrodomésticos Relecar","Av. Reina Victoria Eugenia, 32, 30203 Cartagena, Murcia","+34 968 52 63 13","","","4.4","110","aire acondicionado","Cartagena","ChIJAxaJ2CNCYw0R0qVeYQ8B1ow"
"REFRIGERACION MARTIN SOLANO S.L.","C. Don Tomás Maestre, 13, 30360 La Unión, Murcia","+34 660 81 59 37","http://www.refrigeracionmartinsolano.com/","","4.3","7","aire acondicionado","La Unión","ChIJD9hSmu0_Yw0RJo2PTsA7e-I"
"Servicio Oficial Samsung - Electrónica Reg.C.B.","C Santiago Ramón Y Cajal, 27, 30205 Cartagena, Murcia","+34 968 51 00 06","http://www.regcartagena.es/","","3.1","120","aire acondicionado","Cartagena","ChIJFSDsMT1CYw0RaUKE0_WjJ1c"
"Diacel Gas","C. Bucarest, 113, 30392 Cartagena, Murcia","+34 650 61 17 17","http://www.diacelgas.com/","","3.4","8","aire acondicionado","Cartagena","ChIJ47D5BMVBYw0REF5Tdt3I0BU"
"Perez Franco - Frio, S.L.","C. Carr. de la Palma, 190, 30310 Cartagena, Murcia","+34 616 20 20 02","http://www.perezfrancofrio.com/","","3","2","aire acondicionado","Cartagena","ChIJZRr0IwlCYw0R2lrz34xOY2g"
"Leroy Merlin Cartagena","Parque Comercial Espacio Mediterraneo S/N, 30353 Cartagena, Murcia","+34 968 14 98 00","https://www.leroymerlin.es/tiendas/cartagena.html%3Futm_source%3Dgmb%26utm_medium%3Dsite_organic%26utm_campaign%3Dseo_local%26utm_content%3Dcartagena","","4.5","12431","aire acondicionado","Cartagena","ChIJrThmns9BYw0RtJZljERzY28"
"Climatización Sánchez","C. Comunidad Catalana, 8, 03190 Pilar de la Horadada, Alicante","+34 602 40 06 33","https://climatizacionsanchez.es/","","5","32","aire acondicionado","Pilar de la Horadada","ChIJbTBvBhEPYw0Rx4iIFTQyuaU"
"Rcm Climatización y Servicios","C. Sagunto, 5, 30366 El Algar, Murcia","+34 629 15 78 63","https://rcmservicios.com/","","4.5","46","aire acondicionado","El Algar","ChIJIUEek3cVYw0RYfH4C1MCBS4"
"Palacio de Deportes de Cartagena","Av. del Cantón, 0, 30201 Cartagena, Murcia","+34 968 12 89 15","https://deportes.cartagena.es/instalaciones_detalle.asp%3Fid%3D103%26categoria%3D1","","4.3","1314","aire acondicionado","Cartagena","ChIJrWWPdEJCYw0RoEDpeVU9Peo"
"Marín Díaz Climatización S.L.","Ctra. Cartagena-Alhama, km. 23, 30320 Fuente Alamo, Murcia","+34 695 57 56 77","http://www.marindiaz.es/","","4.4","21","aire acondicionado","Fuente Alamo","ChIJw8ckY0tjYw0RrmKZO51JiY0"
"Mesursa Naval e Industrial Sl","30360, Murcia","","http://www.mesursa.es/","","4","5","aire acondicionado","ES","ChIJkwZ5SUtAYw0R8W41AQabMtQ"
"multiservishurtado","Calle soldado rosique # 3 bajo, 30205 Cartagena, Murcia","+34 608 54 90 44","","","4.4","8","aire acondicionado","Cartagena","ChIJI1vkAyNCYw0Rmw9kjU6LPtY"
"Refrigeración y Climatización CMG","C. Luis Cerón, 19, 30310 Cartagena, Murcia","+34 672 57 97 12","https://sites.google.com/view/cmgrefrigeracion/inicio?authuser=0","","0","0","aire acondicionado","Cartagena","ChIJoa207M9pYw0R_MFMiyDxd8c"
"Clementespin","Av. Europa, 22, 30700 Torre-Pacheco, Murcia","+34 968 33 61 70","http://www.airpacheco.es/","","4.4","21","aire acondicionado","Torre-Pacheco","ChIJ5aO_P2dsYw0RcPnTjiCiU3U"
"Dacia Cartagena Marcos Automoción","Av. Juan Carlos I, 100, 30310 Cartagena, Murcia","+34 968 33 03 00","https://concesionario.dacia.es/herrero-lopez-cartagena.html","","4.9","562","aire acondicionado","Cartagena","ChIJ8xLj7HRCYw0RMKSheOSYdHo"
"Refritec","C. Pedro Pacheco, 2, 30700 Torre-Pacheco, Murcia","+34 968 57 77 33","","","3.7","12","aire acondicionado","Torre-Pacheco","ChIJ2W3bSEdsYw0RMNn1gqs89yg"
