Nombre,Email,Teléfono,Web,Dirección,Categoría,Ubicación,Rating,Reviews
"Plan 9","","","","C. Trinidad, 12, 30003 Murcia, España","pubs","Murcia",4.5,583
"Corleone","","+34 649 26 74 29","","C. San Lorenzo, 6, 30001 Murcia, España","pubs","Murcia",3.9,631
"Fitzpatrick's irish pub Murcia","","+34 968 21 35 34","","C. Infantes, 1, 30001 Murcia, España","pubs","Murcia",4.2,1118
"PsicoLogopedia Murcia","alberto@psicologopediamurcia.com","+34 611 55 59 37","http://www.psicologopediamurcia.com/","C. Pintor Pedro Flores, 2, 30002 Murcia, España","logopedas","Murcia",4.5,10
"Taboo Bar Murcia","","+34 668 84 72 72","https://instagram.com/taboobarmurcia","Pl. Balsas, 2, 30001 Murcia, España","pubs","Murcia",4.4,176
"Hablando Logopedia San Antón","info@hablandologopedas.com","+34 692 77 78 44","http://www.hablandologopedas.com/","C. Huerto Manu, 7, 30009 Murcia, España","logopedas","Murcia",5,7
"El Bosque Animado","","+34 963 69 09 02","http://www.elbosqueanimado.es/","8, C. Soledad, 6, 30003 Murcia, España","pubs","Murcia",4.2,1488
"PUB TEMPE","","+34 640 25 33 05","https://www.pubtempe.es/","C. Victorio, 9, 30003 Murcia, España","pubs","Murcia",4.2,506
"BadulaKe Bar Murcia","","+34 633 70 92 92","http://www.facebook.com/badulakebar","Calle San Ignacio de Loyola, 4, 30008 Murcia, España","pubs","Murcia",3.7,502
"Sala Revolver","","+34 633 70 92 92","","C. Victorio, 36, 30003 Murcia, España","pubs","Murcia",4.3,2191
"The Black Crow Irish bar","","","https://www.instagram.com/the_black_crow_murcia?igsh=MTMwM21jMzBxbG53dg%3D%3D&utm_source=qr","C. Bartolomé Pérez Casas, 4, 30008 Murcia, España","pubs","Murcia",4,233
"One Murcia","","+34 611 75 55 77","https://www.facebook.com/OneMurcia","Av. Juan Carlos I, 51, 30100 Murcia, España","pubs","Murcia",3.8,2115
"Parlamento Bar Murcia","","+34 968 21 91 46","https://www.facebook.com/elparlamento.barmurcia","Calle Arquitecto Pedro Cerda, 30001 Murcia, España","pubs","Murcia",4.4,266
"Instituto Terapéutico Integral","","+34 615 77 91 59","http://www.institutoterapeuticointegral.com/","2°A, C. Isaac Albéniz, 30009 Murcia, España","logopedas","Murcia",5,30
"Contracorriente Pub","","","https://www.facebook.com/Contracorriente-pub-111475448137366","C. Sta. Quiteria, 8, 30001 Murcia, España","pubs","Murcia",4.1,477
"Bizz'Art","","+34 633 70 92 92","https://www.facebook.com/BizzartMurcia/","C. Trinidad, 10, 30003 Murcia, España","pubs","Murcia",4.2,1301
"Plaza 3","","+34 667 86 84 20","https://www.instagram.com/plaza3/","Pl. Condestable, 3, 30009 Murcia, España","pubs","Murcia",3.5,2179
"Lenguaje y Emociones (Psicología y Logopedia)","info@lenguajeyemociones.com","+34 696 41 37 79","https://www.lenguajeyemociones.com/","C. Floridablanca, n° 70, 2° B, 30002 Murcia, España","logopedas","Murcia",5,2
"Gabinete De Logopedia Y Foniatría De La Región De Murcia","","+34 868 94 44 44","","Av. Río Segura, 2 ENTRESUELO, B, 30002 Murcia, España","logopedas","Murcia",0,0
"Chambi","","+34 868 93 10 08","/url?q=http://www.chambi.net/&opi=79508299&sa=U&ved=0ahUKEwj0pJ_f9qmRAxV8MVkFHRAJH8sQ61gIHSgP&usg=AOvVaw2PoLMm1Nf4KOFbIZTbDv07","Gran Vía Alfonso X el Sabio, 2, 30008 Murcia, España","heladerías","Murcia",4.6,1293
"Heladería Temperato Felice Gelato","","+34 968 92 15 73","/url?q=http://temperato.es/&opi=79508299&sa=U&ved=0ahUKEwj0pJ_f9qmRAxV8MVkFHRAJH8sQ61gITCgP&usg=AOvVaw1LfQ8heHGDrRI6wCLX-l5J","Pl. Sta. Catalina, 4, 30004 Murcia, España","heladerías","Murcia",4.3,1078
"Borgonesse heladería","","","/url?q=http://www.borgonesse.com/&opi=79508299&sa=U&ved=0ahUKEwj0pJ_f9qmRAxV8MVkFHRAJH8sQ61gIaygL&usg=AOvVaw3unELh_K3OXXR-ckb05Hka","C. Escultor Nicolás Salzillo, 3, 30001 Murcia, España","heladerías","Murcia",4.3,386
"Heladería Crepería Snoopy Murcia","","+34 633 37 60 63","/url?q=https://www.just-eat.es/restaurants-heladeriacreperiasnoopymurcia/reviews/&opi=79508299&sa=U&ved=0ahUKEwj0pJ_f9qmRAxV8MVkFHRAJH8sQ61gIigEoDw&usg=AOvVaw0A9vBkRGaRwIfBwStlJtap","Pl. Artesanos del Belen, 5b, 30006 Murcia, España","heladerías","Murcia",4.7,1607
"Martonela","","","/url?q=https://www.martonela.com/&opi=79508299&sa=U&ved=0ahUKEwj0pJ_f9qmRAxV8MVkFHRAJH8sQ61gIsgEoCw&usg=AOvVaw3rIYZYgmS4rsGw-NlPArHg","Calle Alfonso X el sabio, 30008 Murcia, España","heladerías","Murcia",3.9,1011
"Arturo Molina estilistas - Goa Organics, Keratina y Coloración","estilistas@arturomolina.es","+34 630 75 45 84","http://www.arturomolina.es/","Calle Actor Francisco Rabal, 2, 30009 Murcia, España","peluquerías","Murcia",4.7,287
"Tony Plaza Estilistas","","+34 868 07 95 62","http://www.tonyplaza.es/","Av. de la Constitución, 10, Bajo, 30008 Murcia, España","peluquerías","Murcia",4.8,151
"Alegría Peluqueros","","+34 968 21 02 41","https://alegriapeluqueros.com/","Gran Vía del Escultor Francisco Salzillo, 1, 30004 Murcia, España","peluquerías","Murcia",4.6,267
"Hugo Nicolás Peluqueros","","+34 968 90 27 28","","C. Abenarabi, 9, 30007 Murcia, España","peluquerías","Murcia",4.7,118
"Helados Sirvent Gisbert. Yoggu!","","+34 968 29 47 95","/url?q=https://helados-sirvent-gisbert-yoggu.eatbu.com/%3Flang%3Des&opi=79508299&sa=U&ved=0ahUKEwj0pJ_f9qmRAxV8MVkFHRAJH8sQ61gI3AEoDw&usg=AOvVaw11hD0DG87HHPbcydxViwuT","Ronda Norte, 4, 30009 Murcia, España","heladerías","Murcia",4.3,199
"Salonissimo peluquería","","+34 968 71 50 77","http://www.salonissimo.es/","C. Polo de Medina, 7, 30004 Murcia, España","peluquerías","Murcia",4.7,114
"José Escribano Peluqueros","","+34 968 23 12 53","","C. Sierra de Ascoy, 2, 30008 Murcia, España","peluquerías","Murcia",4.8,143
"Txema Estilistas","","+34 968 23 77 71","","C. Obispo Frutos, 2, 30003 Murcia, España","peluquerías","Murcia",4.8,93
"Salón de Belleza Natalia's Secret","","+34 722 86 79 37","https://instagram.com/natalias_secret?igshid=u9s4vwlmwp4p","Paseo de Sta. Águeda, 1, 30007 Murcia, España","peluquerías","Murcia",4.9,155
"Peluquería de caballeros Garre","","+34 968 24 57 95","","C. Batalla de las Flores, bajo, 30008 Murcia, España","peluquerías","Murcia",4.9,97
"Martonela","","","/url?q=https://www.martonela.com/&opi=79508299&sa=U&ved=0ahUKEwj0pJ_f9qmRAxV8MVkFHRAJH8sQ61gI9wEoCw&usg=AOvVaw0rEDbAww_B54Wmq-D7wGZ_","Pl. de Santo Domingo, 11, 30008 Murcia, España","heladerías","Murcia",3.9,492
"Nj Estilistas - Peluquería en Murcia","","+34 629 36 51 42","http://www.njestilistas.com/","C. Periodista Leopoldo Ayuso, 5, 30009 Murcia, España","peluquerías","Murcia",4.7,75
"clakette peluqueros","","+34 968 90 71 20","","C. Azarbe del Papel, 8, Bajo, 30007 Murcia, España","peluquerías","Murcia",4.8,143
"Francisco Gallego Peluqueros","","+34 968 23 98 47","https://instagram.com/franciscogallegoestilistas?igshid=OGQ5ZDc2ODk2ZA==%20%20https://www.facebook.com/Francisco-Gallego-Peluqueros-301486589888401/","C. Antonio de Ulloa, 2, Bajo. La Flota, 30007 Murcia, España","peluquerías","Murcia",4.8,136
"Adamo Estilistas","","+34 968 28 60 28","","C. Miguel de Unamuno, 1, 30009 Murcia, España","peluquerías","Murcia",4.6,181
"Cheis Estilistas Unisex","","+34 654 09 45 37","","C. Auroros, 1, local B, 30002 Murcia, España","peluquerías","Murcia",5,181
"Carlos Peluqueros","","+34 679 95 64 92","","C. Periodista Antonio Herrero, Bajo, 30007 Murcia, España","peluquerías","Murcia",4.8,131
"La Peluquería de Carlos","","+34 648 72 64 96","https://www.instagram.com/lapeluqueriadecarlos/","Calle Sgto. Ángel Tornel, 2b, 30009 Murcia, España","peluquerías","Murcia",4.8,328
"STUDIO 46 ESTILISTAS","","+34 611 43 28 76","","Calle Dr. Alonso de Espejo, 30007 Murcia, España","peluquerías","Murcia",4.9,106
"Capini","","+34 968 96 70 71","https://www.capini.es/","Av. Juan Carlos I, 54, bajo, 30007 Santiago y Zaraíche, Murcia, España","peluquerías","Murcia",4.7,142
"Heladería Crepería Snoopy ZigZag","","+34 868 71 14 08","/url?q=https://cartaqrdigital.estamosconello.com/carta/366/&opi=79508299&sa=U&ved=0ahUKEwj0pJ_f9qmRAxV8MVkFHRAJH8sQ61gIlQIoDw&usg=AOvVaw3T9BWsThGHh7v1avgQfNOE","Av. Juan Carlos I, s/n, 30100 Murcia, España","heladerías","Murcia",4.3,400
"Spejos Murcia","spejosmurcia@gmail.com","+34 968 22 25 75","http://www.spejosmurcia.es/","Pl. de Sta. Isabel, 30004 Murcia, España","peluquerías","Murcia",4.4,209
"Peluquería Latina","","+34 631 20 83 60","","C. Santarén, 1, 30002 Murcia, España","peluquerías","Murcia",4.9,58
"Sirvent - Gran Vía","","+34 692 62 57 24","/url?q=http://sirventmiralles.com/&opi=79508299&sa=U&ved=0ahUKEwj0pJ_f9qmRAxV8MVkFHRAJH8sQ61gIzAIoDw&usg=AOvVaw1sTRirYRd9_X9ZDUxTf28d","Gran Vía del Escultor Francisco Salzillo, 24, 30001 Murcia, España","heladerías","Murcia",3.1,600
"Sirvent Oro","","+34 968 23 03 43","/url?q=https://sirventoro.shop/&opi=79508299&sa=U&ved=0ahUKEwj0pJ_f9qmRAxV8MVkFHRAJH8sQ61gI7wIoDw&usg=AOvVaw2SGpzXXC7EeojpeL7bP0cl","Gran Vía Alfonso X el Sabio, 5, 30008 Murcia, España","heladerías","Murcia",3.6,808
"Cafeteria heladeria Capirote","","+34 639 86 20 46","/url?q=https://www.facebook.com/profile.php%3Fid%3D61561779339082&opi=79508299&sa=U&ved=0ahUKEwj0pJ_f9qmRAxV8MVkFHRAJH8sQ61gImgMoDw&usg=AOvVaw1BsINrAzQTo0pyv0ARj57H","C. Juan García Abellán, 11, 30007 Murcia, España","heladerías","Murcia",4.8,54
"Lady Cut Barber","","+34 968 29 36 45","/url?q=http://www.ladycutbarber.com/&opi=79508299&sa=U&ved=0ahUKEwiQ1Pbr-KmRAxXyKFkFHQ5sArAQ61gIHCgP&usg=AOvVaw20vhqnQzR4J9MPSQPuVb80","C. Antonio Machado, 30009 Murcia, España","barberías","Murcia",4.9,152
"smöoy Murcia - Santo Domingo","","+34 968 22 23 62","/url?q=http://smooy.com/&opi=79508299&sa=U&ved=0ahUKEwj0pJ_f9qmRAxV8MVkFHRAJH8sQ61gIvAMoDw&usg=AOvVaw2tvrZJpvIoo7JY3_u5qSfn","Pl. de Santo Domingo, 10, 30008 Murcia, España","heladerías","Murcia",4,602
"Barbershop Javi Garcia","","+34 608 23 67 02","/url?q=https://barbershopjavigarcia.com/&opi=79508299&sa=U&ved=0ahUKEwiQ1Pbr-KmRAxXyKFkFHQ5sArAQ61gIOSgP&usg=AOvVaw3AvSkBQo9KyBBWqYqN8PRb","C/ Puerta Nueva, 8, 30001 Murcia, España","barberías","Murcia",4.6,574
"La barberia D'Garcia","","+34 603 80 97 52","","Barrio del carmen, 30002 Murcia, España","barberías","Murcia",4.9,104
"llaollao","","","/url?q=https://www.llaollaoweb.com/es/tienda/murcia-santa-isabel/%3Futm_campaign%3Dgoogle-local%26utm_source%3DG&opi=79508299&sa=U&ved=0ahUKEwj0pJ_f9qmRAxV8MVkFHRAJH8sQ61gI3QMoCw&usg=AOvVaw2I4sezpfYPOnYJN7yILKaW","Pl. de Sta. Isabel, 4, 30004 Murcia, España","heladerías","Murcia",4.2,960
"Paco Murcia Barber Shop & Peluquería","","+34 968 34 64 82","/url?q=https://verzonalaguia.es/paco-murcia-peluqueria/&opi=79508299&sa=U&ved=0ahUKEwiQ1Pbr-KmRAxXyKFkFHQ5sArAQ61gIeigP&usg=AOvVaw2jkpoN2lq9s_jDAxdkIhNt","C. Pío XII, 27, 30012 Murcia, España","barberías","Murcia",4.8,268
"L'GALERÍA Barber Shop","","+34 642 67 07 18","","Av. Antonio Martínez Guirao, 1, 30007 El Puntal, Murcia, España","barberías","Murcia",4.8,52
"Temperato Felice Gelato","","+34 968 92 15 73","/url?q=https://www.temperato.es/&opi=79508299&sa=U&ved=0ahUKEwj0pJ_f9qmRAxV8MVkFHRAJH8sQ61gI_QMoDw&usg=AOvVaw3w-nj_CYFyW1PQfRoxtRiR","C. Trapería, 30001 Murcia, España","heladerías","Murcia",4.6,135
"Jijona","","","","C. Pío XII, 7, 30012 Murcia, España","heladerías","Murcia",4.2,190
"Parrica Barber Shop","","+34 665 18 55 56","/url?q=https://parricabarbershop.booksy.com/&opi=79508299&sa=U&ved=0ahUKEwiQ1Pbr-KmRAxXyKFkFHQ5sArAQ61gIuQEoDw&usg=AOvVaw3nPOFDhou51iTJj7Xt9XOH","Calle Dr. Tomás Pellicer Frutos, 151, 30168 Murcia, España","barberías","Murcia",4.9,136
"Heladería Cafetería Snoopy","","+34 658 07 44 91","/url?q=https://www.instagram.com/snoopyheladerias/&opi=79508299&sa=U&ved=0ahUKEwj0pJ_f9qmRAxV8MVkFHRAJH8sQ61gIuAQoDw&usg=AOvVaw0jx2cITwGjwdbynV7iKih3","Av. de la Libertad, 7, 30009 Murcia, España","heladerías","Murcia",4,98
"Heladería Bajo Cero","","+34 968 25 74 61","","C. Pedáneo José Sánchez Mompeán, 22, 30010 San Benito - Patiño, Murcia, España","heladerías","Murcia",4.2,319
"Huele a gofre","","","","C. Trapería, 36, 30001 Murcia, España","heladerías","Murcia",4.1,56
"Alberto The Barber","","+34 683 39 12 41","/url?q=https://www.instagram.com/alberto_barber99&opi=79508299&sa=U&ved=0ahUKEwiQ1Pbr-KmRAxXyKFkFHQ5sArAQ61gI2gEoDw&usg=AOvVaw3gn70g6_wwcuudwVHPhjem","C. Herradura, 2, 30003 Murcia, España","barberías","Murcia",4.9,104
"smöoy Murcia - Alfonso X","","+34 968 24 25 93","/url?q=http://www.smooy.com/&opi=79508299&sa=U&ved=0ahUKEwj0pJ_f9qmRAxV8MVkFHRAJH8sQ61gIrAUoDw&usg=AOvVaw0Clrj5obYcGPQeICg6gMpF","Gran Vía Alfonso X el Sabio, 13, 30008 Murcia, España","heladerías","Murcia",4.1,173
"42metros Barbería","","+34 630 11 66 38","/url?q=https://booksy.com/es-es/4329_42m2-barberia_barberia_81317_murcia&opi=79508299&sa=U&ved=0ahUKEwiQ1Pbr-KmRAxXyKFkFHQ5sArAQ61gI-AEoDw&usg=AOvVaw2N4278Xh9kNjnK0HhZM6QU","C. Simón García, Nº6, 30003 Murcia, España","barberías","Murcia",4.7,144
"Barbería - El Taller de la Barba","","+34 968 93 17 39","","C Sagasta, 48, · Bajo, 30005 Murcia, España","barberías","Murcia",5,130
"Sirvent Oro","","+34 968 29 91 34","/url?q=http://www.sirventmiralles.com/&opi=79508299&sa=U&ved=0ahUKEwj0pJ_f9qmRAxV8MVkFHRAJH8sQ61gI1gUoDw&usg=AOvVaw1vUuJXKZXCowa6c5WQme-I","Pl. de Santo Domingo, 18, 30008 Murcia, España","heladerías","Murcia",2.9,543
"Confitería Espinosa","info@espinosa.es","+34 968 26 23 04","http://espinosa.es/","C. Floridablanca, 3, bajo, 30002 Murcia, España","pastelerías","Murcia",4.4,2298
"Barbershop JV91","","+34 868 96 68 55","/url?q=https://www.facebook.com/Barbershop-JV-101363524937490&opi=79508299&sa=U&ved=0ahUKEwiQ1Pbr-KmRAxXyKFkFHQ5sArAQ61gItQIoEQ&usg=AOvVaw3JA8uTPq1vCqDuEmizkAwg","Edificio Deportes, Av. General Primo de Rivera, 10, Bajo B, 30008 Murcia, España","barberías","Murcia",4.8,100
"7.23 barbershop","","+34 968 23 08 73","","C. Literato Andrés de Claramonte, 6, 30007 Murcia, España","barberías","Murcia",5,141
"Pastelería BAKLAVA","","+34 632 26 88 31","http://www.pasteleriabaklava.com/","C. Ceballos, 5, 30003 Murcia, España","pastelerías","Murcia",5,394
"Confitería La Peladilla","lapeladilla@hotmail.com","+34 968 21 63 71","http://www.lapeladilla.com/","C. San Antonio, 1, 30001 Murcia, España","pastelerías","Murcia",4.4,316
"Buendía Confitería","","+34 968 25 07 62","https://www.facebook.com/confiteria.buendia/","C. Torre de Romo, 40, 30011 Murcia, España","pastelerías","Murcia",4.9,34
"Pastelería Collado","","+34 968 90 44 42","https://pasteleriacollado.es/","C. Don Alfonso Palazón Clemares, 14, 30009 Murcia, España","pastelerías","Murcia",4.5,203
"Pastelería Bonache","","+34 968 21 20 83","https://tienda-online.pasteleriabonache.com/","Pl. de las Flores, 8, 30004 Murcia, España","pastelerías","Murcia",4.3,343
"Confitería Pastelería Carrión","","+34 968 29 22 17","http://www.confiteriacarrion.com/","Calle Ortega y Gasset, 1, 30009 Murcia, España","pastelerías","Murcia",4.6,121
"American BarberShop","","+34 631 46 31 29","/url?q=https://m.facebook.com/americanbarbershopmurcia/&opi=79508299&sa=U&ved=0ahUKEwiQ1Pbr-KmRAxXyKFkFHQ5sArAQ61gI8wIoDw&usg=AOvVaw16R4zGU1mOiLLCkOXb0Em_","C. Conde del Campillo, 3, 30002 Murcia, España","barberías","Murcia",4.7,83
"Pastelerías Zaher","","+34 968 21 13 85","http://pasteleriazaher.es/","C. Riquelme, 13, 30005 Murcia, España","pastelerías","Murcia",4.4,807
"La Caprichosa","","+34 968 04 25 34","https://pastelerialacaprichosa.com/","P.º Fotógrafo Verdú, 30002 Murcia, España","pastelerías","Murcia",4.4,175
"Confitería Carlos S L","","+34 968 23 30 20","https://www.instagram.com/confiteriacarlos?igsh=MXE0dzU2bnFlamJlOA==","C. Jaime I el Conquistador, 7, 30008 Murcia, España","pastelerías","Murcia",4.6,147
"Confitería y cafetería Jesús Espinosa","","+34 968 90 70 50","https://www.confiteriaespinosaehijossl.com/","Av. Príncipe de Asturias, 1, 30007 Murcia, España","pastelerías","Murcia",4.1,1687
"Pastelería Zamora","","+34 661 32 13 71","http://www.facebook.com/pasteleriazamora","C. Almohajar, 8, 30002 Murcia, España","pastelerías","Murcia",4.7,124
"La Loca del Horno","","+34 659 13 72 66","","C. San Lorenzo, 8, 30001 Murcia, España","pastelerías","Murcia",4.7,153
"Ricca","","","https://www.instagram.com/riccapasteleria.dv?igsh=cWliM2ZveWd0ZGQ3&utm_source=qr","Av. Río Segura, 2, 30002 Murcia, España","pastelerías","Murcia",4.8,220
"Confitería Joaquín Roses Lison","","+34 968 21 13 25","https://googleenmurcia.jimdofree.com/","Pl. Camachos, 17, 30002 Murcia, España","pastelerías","Murcia",4.3,532
"JJota BarberShop and Beauty Murcia","","+34 868 19 66 44","/url?q=https://www.fresha.com/book-now/jjota-barber-shop-cug4zqsy/all-offer%3Fid%3D759371%26share%26pId%3D713641&opi=79508299&sa=U&ved=0ahUKEwiQ1Pbr-KmRAxXyKFkFHQ5sArAQ61gIkwMoEQ&usg=AOvVaw0pGnn21APp7cadkQdJ2zUU","Vista Alegre, Pl. Pintor Inocencio Medina Vera, 8, 30007 Murcia, España","barberías","Murcia",4.8,81
"La Barbería de Jesús","","+34 675 49 22 86","","C. Intendente Patiño, 5, 30007 La flota, Murcia, España","barberías","Murcia",4.9,371
"Patagonia Pastelería","","+34 677 84 45 12","https://instagram.com/patagonia.pasteleria?igshid=ZDdkNTZiNTM=","C. Obispo Sancho Dávila, 20, 30007 Murcia, España","pastelerías","Murcia",4.8,62
"El Horno de Belluga","","+34 644 83 14 10","","C. Organistas, 1, 30004 Murcia, España","pastelerías","Murcia",4.4,95
"Obrador Convento San Antonio","info@oconventosanantonio.com","+34 868 12 92 24","https://www.oconventosanantonio.com/","C. Zarandona, 4, 30004 Murcia, España","pastelerías","Murcia",4.9,20
"Panandpie Panadería y pastelería.","","+34 698 96 56 41","https://instagram.com/panpiepasteleria?igshid=YmMyMTA2M2Y=","Av. Francisco Jiménez Ruiz, 30007 El Puntal, Murcia, España","pastelerías","Murcia",5,163
"Barbería Marquez","","+34 868 97 71 59","/url?q=https://instagram.com/osmerstylo%3Figshid%3Duc57d67oxi4g&opi=79508299&sa=U&ved=0ahUKEwiQ1Pbr-KmRAxXyKFkFHQ5sArAQ61gI0gMoEQ&usg=AOvVaw3loxKJha7etD9l6Iutl5Sk","comercial. Plaza de, C.C Bulevar Cetina, Bajo, Pl. Cetina, 3, Local 14, 30001 Murcia, España","barberías","Murcia",4.9,123
"Confitería Agustín","","+34 968 89 97 51","https://www.obradordeagustin.com/","Av. Vicente Aleixandre, 14, 30110 Churra, Murcia, España","pastelerías","Murcia",4.1,1388
"Pan Moreno","info@panaderiamoreno.com","+34 968 21 67 11","http://www.panaderiamoreno.com/","C. San Antonio, 19, 30001 Murcia, España","panaderías","Murcia",4.5,343
"Blvck Barbershop Hair Studio","","+34 644 28 41 89","/url?q=http://www.instagram.com/blvck_barbershop&opi=79508299&sa=U&ved=0ahUKEwiQ1Pbr-KmRAxXyKFkFHQ5sArAQ61gI8QMoDw&usg=AOvVaw3jpaO3nG87PJLtUfy6WO7n","C. Cánovas del Castillo, 12, 30003 Murcia, España","barberías","Murcia",4.9,83
"Panadería ""El Rojo"" 1939","estudio@enfatika.com","+34 660 57 45 75","https://www.panaderiaelrojo.com/","Carr. de la Fuensanta, 149, 30012 Murcia, España","panaderías","Murcia",4.6,624
"El Horno de Vistalegre","","+34 644 85 77 45","https://www.facebook.com/El-horno-de-Vistalegre-1740292916227951/","C. Mariano Ruiz Funes, 18, 30007 Murcia, España","panaderías","Murcia",4.6,235
"La Solera, Pan Artesano","","+34 644 21 59 82","https://m.facebook.com/lasolerapanartesano/","C. Simón García, 51, 30003 Murcia, España","panaderías","Murcia",4.7,100
"INFANTE BARBER","","+34 638 32 75 50","/url?q=https://infante-barber.es/&opi=79508299&sa=U&ved=0ahUKEwiQ1Pbr-KmRAxXyKFkFHQ5sArAQ61gIkwQoDw&usg=AOvVaw30xbeVfIjoI60zOXS8o-cy","Av. San Juan de la Cruz, Bajo 7, 30011 Murcia, España","barberías","Murcia",4.7,184
"Manzanera Barber Club","","+34 696 53 15 78","","Av. Cdad. de Almería, 74, 30010 Murcia, España","barberías","Murcia",4.9,111
"La Panadería","","+34 968 90 40 47","https://instagram.com/lapanaderia_murcia?utm_medium=copy_link","Av. Don Juan de Borbon, 12, 30008 Murcia, España","panaderías","Murcia",4.8,44
"El Horno de López Giménez","","+34 968 25 54 05","https://www.instagram.com/elhornodelopez/?hl=es","Calle, P.º Marqués de Corvera, 46, 30002 Murcia, España","panaderías","Murcia",4.5,239
"Panadería Santi","","+34 968 34 23 25","https://www.facebook.com/PanaderiaSanti","C. Seneca, 2, 30012 Murcia, España","panaderías","Murcia",4.7,324
"El Gourmet del Pan","","+34 868 95 40 35","https://m.facebook.com/ELGOURMETDELPAN/?locale2=es_ES","P.º Marinero Luis de Torres, 1, 30007 Murcia, España","panaderías","Murcia",4.6,85
"Panadería Loira Murcia - Empanadas Gallegas","","+34 626 38 83 08","","C. Isidoro de la Cierva, 2, 30001 Murcia, España","panaderías","Murcia",4.9,352
"Pan Moreno","info@panaderiamoreno.com","+34 968 39 37 33","http://www.panaderiamoreno.com/","C. Jara Carrillo, 5, 30004 Murcia, España","panaderías","Murcia",4.3,322
"Panadería Confitería Olimpia","","+34 654 79 52 90","https://panaderiaconfiteriaolimpia.netlify.app/","C. Miguel Hernández, 8, 30011 Murcia, España","panaderías","Murcia",4.8,37
"Panadería Remedios","","+34 968 23 87 37","","C. Manuel de Falla, 5, 30008 Murcia, España","panaderías","Murcia",4.6,35
"Panadería El Uñas","","","","Calle Obispo Francisco Landeira 20 Bajo esquina, C. Rubén Celis, 2, 30007 Murcia, España","panaderías","Murcia",4.7,190
"Panadería de Alfonso","","+34 968 38 01 19","https://panaderiaalfonso.com/","Pl. Triangular, 14, 30009 Murcia, España","panaderías","Murcia",4.5,41
"Panadería Ambato Murcia","","+34 632 57 12 85","https://www.facebook.com/ambatoescobar/","C. Juan de la Cierva, 1, 30004 Murcia, España","panaderías","Murcia",4.1,131
"Buena Amistad - Panadería y Confitería Latina","","+34 868 62 33 29","","C. García Alix, 12, 30005 Murcia, España","panaderías","Murcia",4.6,31
"barbershop","","+34 691 71 97 04","/url?q=http://eljordybarbershop.booksy.com/&opi=79508299&sa=U&ved=0ahUKEwiQ1Pbr-KmRAxXyKFkFHQ5sArAQ61gI0AQoDw&usg=AOvVaw2pp3DvHufc-0fdHdb8eiLy","C/ Puerta Nueva, 6, A, 30001 Murcia, España","barberías","Murcia",4.7,110
"Barbería los Galgos","","+34 868 97 33 71","","Av. Miguel de Cervantes, 23, 30009 Murcia, España","barberías","Murcia",5,129
"Exxquisito Churrería","Clientes@exxquisitochurreria.com","+34 633 53 01 94","http://exxquisitochurreria.com/","C. Andrés Baquero, 15, 30001 Murcia, España","churrerías","Murcia",4.1,1416
"Churreria Picoesquina","","+34 609 77 09 10","","C. Párroco Pedro Martínez Conesa, 13, 30003 Murcia, España","churrerías","Murcia",4.5,854
"Churreria Chokolate. Remolque","","+34 657 30 96 93","","C. Isaac Albéniz, 1, ZONA CENTRO, 30009 Murcia, España","churrerías","Murcia",4.7,42
"Churrería Sagasta","","+34 868 07 53 70","https://churreriaenmurcia.jimdofree.com/","C Sagasta, 20, 30005 Murcia, España","churrerías","Murcia",4,385
"Churrería Chispa","","+34 692 73 20 41","https://instagram.com/churreriachispamurcia?igshid=y5o36tvreuup","C. Cartagena, 72, 30002 Murcia, España","churrerías","Murcia",4.5,280
"Churrería Bernal","","+34 644 27 66 28","","Diseminado Diego Carmona, 9, 30007 Zarandona, Murcia, España","churrerías","Murcia",4.9,36
"La Vieja Aduana","soporte@webador.es","+34 683 59 36 59","http://www.laviejaaduana.com/","Calle Sol Pte., 1, 30007 Santiago y Zaraíche, Murcia, España","churrerías","Murcia",4.3,192
"Churreria Candela churros, buñuelos y paparajotes","","+34 696 59 48 62","https://www.facebook.com/profile.php?id=100008852568786","C. Torre de la Marquesa, 30008 Murcia, España","churrerías","Murcia",4.8,37
"Churreria el trastero 2.0","","+34 625 36 35 92","","C. Arquitecto Juan José Belmonte, 6, 30007 Murcia, España","churrerías","Murcia",4.9,49
"Churreria Cafe Bar El Platanero","","+34 635 42 61 47","","Calle Dr. Jesús Quesada Sanz, 12, 30005 Murcia, España","churrerías","Murcia",4.7,45
"Churrería El Plano","","","","Mercado de Verónicas puesto 36-38, 30004, Murcia, España","churrerías","Murcia",3.8,25
"Churreria Victoria","","+34 680 57 86 96","","C. Mayor, 99, 30006 Puente Tocinos, Murcia, España","churrerías","Murcia",4.5,596
"Churrería Arróniz","","+34 616 87 24 69","https://m.facebook.com/esparragalchurros/photos/a.103437041593592/103437154926914/?type=3","Calle a Sect Zm AG1 el Campillo, 1, 30163 Murcia, España","churrerías","Murcia",4.8,34
"Chocolatería Valor","chocolaterias@valor.es","+34 968 21 07 40","http://www.chocolateriasvalor.es/","Pl. del Cardenal Belluga, 7, 30001 Murcia, España","churrerías","Murcia",3.8,962
"Churrería churrox","churrox2014@gmail.com","+34 646 51 42 08","https://cys-churrox.com/","Av. del Progreso, 92, 30012 San Benito - Progreso, Murcia, España","churrerías","Murcia",4.4,21
"Churrería","","","","C. Isaac Albéniz, 1486, 30009 Murcia, España","churrerías","Murcia",5,1
